Size of finetuning dataset: 16947
{'loss': 0.0281, 'grad_norm': 0.001059519243426621, 'learning_rate': 9.952796790181732e-07, 'rewards/chosen': 4.168478488922119, 'rewards/rejected': -4.117368698120117, 'rewards/accuracies': 0.9900000095367432, 'rewards/margins': 8.285846710205078, 'logps/chosen': -16.11231231689453, 'logps/rejected': -300.60137939453125, 'logits/chosen': -0.7792966961860657, 'logits/rejected': 2.430508613586426, 'epoch': 0.02}
{'loss': 0.0, 'grad_norm': 3.289111205617701e-08, 'learning_rate': 6.065612461647391e-08, 'rewards/chosen': 5.685206890106201, 'rewards/rejected': -37.09892654418945, 'rewards/accuracies': 1.0, 'rewards/margins': 42.78413391113281, 'logps/chosen': -1.3106210231781006, 'logps/rejected': -649.277587890625, 'logits/chosen': -4.435753345489502, 'logits/rejected': -0.8560827374458313, 'epoch': 4.7}
{'loss': 0.0, 'grad_norm': 2.1452104093100388e-08, 'learning_rate': 5.593580363464715e-08, 'rewards/chosen': 5.6572699546813965, 'rewards/rejected': -36.67457962036133, 'rewards/accuracies': 1.0, 'rewards/margins': 42.331851959228516, 'logps/chosen': -1.5553383827209473, 'logps/rejected': -637.028076171875, 'logits/chosen': -4.394504547119141, 'logits/rejected': -0.9181117415428162, 'epoch': 4.72}
{'loss': 0.0, 'grad_norm': 2.3231310972149366e-11, 'learning_rate': 5.121548265282039e-08, 'rewards/chosen': 5.6706953048706055, 'rewards/rejected': -36.57550048828125, 'rewards/accuracies': 1.0, 'rewards/margins': 42.24619674682617, 'logps/chosen': -1.1604275703430176, 'logps/rejected': -645.26611328125, 'logits/chosen': -4.420740127563477, 'logits/rejected': -0.9064489603042603, 'epoch': 4.74}
{'loss': 0.0, 'grad_norm': 6.31272722984022e-09, 'learning_rate': 4.649516167099363e-08, 'rewards/chosen': 5.698382377624512, 'rewards/rejected': -36.24430847167969, 'rewards/accuracies': 1.0, 'rewards/margins': 41.942684173583984, 'logps/chosen': -1.043145775794983, 'logps/rejected': -636.6946411132812, 'logits/chosen': -4.430047512054443, 'logits/rejected': -0.8024359345436096, 'epoch': 4.77}
{'loss': 0.0, 'grad_norm': 6.718130825950075e-12, 'learning_rate': 4.177484068916686e-08, 'rewards/chosen': 5.6680731773376465, 'rewards/rejected': -36.43681716918945, 'rewards/accuracies': 1.0, 'rewards/margins': 42.10489273071289, 'logps/chosen': -1.1137946844100952, 'logps/rejected': -631.2523193359375, 'logits/chosen': -4.438210964202881, 'logits/rejected': -0.9558759927749634, 'epoch': 4.79}
{'loss': 0.0, 'grad_norm': 2.3466078797988732e-14, 'learning_rate': 3.7054519707340094e-08, 'rewards/chosen': 5.702296257019043, 'rewards/rejected': -36.4420280456543, 'rewards/accuracies': 1.0, 'rewards/margins': 42.14432144165039, 'logps/chosen': -1.4390519857406616, 'logps/rejected': -624.5653686523438, 'logits/chosen': -4.410558700561523, 'logits/rejected': -1.0345252752304077, 'epoch': 4.81}
{'loss': 0.0, 'grad_norm': 6.261254015260675e-11, 'learning_rate': 3.233419872551333e-08, 'rewards/chosen': 5.691761016845703, 'rewards/rejected': -36.490211486816406, 'rewards/accuracies': 1.0, 'rewards/margins': 42.18197250366211, 'logps/chosen': -1.1341753005981445, 'logps/rejected': -627.7492065429688, 'logits/chosen': -4.435981273651123, 'logits/rejected': -1.0304455757141113, 'epoch': 4.84}
{'loss': 0.0, 'grad_norm': 3.5845161474451492e-12, 'learning_rate': 2.761387774368657e-08, 'rewards/chosen': 5.648771286010742, 'rewards/rejected': -37.147178649902344, 'rewards/accuracies': 1.0, 'rewards/margins': 42.79595184326172, 'logps/chosen': -1.4631285667419434, 'logps/rejected': -642.5995483398438, 'logits/chosen': -4.3950514793396, 'logits/rejected': -0.8259413242340088, 'epoch': 4.86}
{'loss': 0.0, 'grad_norm': 7.734065124442857e-12, 'learning_rate': 2.2893556761859804e-08, 'rewards/chosen': 5.677973747253418, 'rewards/rejected': -36.649532318115234, 'rewards/accuracies': 1.0, 'rewards/margins': 42.327510833740234, 'logps/chosen': -1.265332579612732, 'logps/rejected': -629.8479614257812, 'logits/chosen': -4.439271450042725, 'logits/rejected': -0.954398512840271, 'epoch': 4.89}
{'loss': 0.0, 'grad_norm': 1.368499624732067e-07, 'learning_rate': 1.817323578003304e-08, 'rewards/chosen': 5.65890645980835, 'rewards/rejected': -36.95152282714844, 'rewards/accuracies': 1.0, 'rewards/margins': 42.61042785644531, 'logps/chosen': -1.0856510400772095, 'logps/rejected': -649.0091552734375, 'logits/chosen': -4.439333915710449, 'logits/rejected': -0.8739915490150452, 'epoch': 4.91}
{'loss': 0.0, 'grad_norm': 2.2832957746743432e-10, 'learning_rate': 1.3452914798206278e-08, 'rewards/chosen': 5.672544002532959, 'rewards/rejected': -36.935523986816406, 'rewards/accuracies': 1.0, 'rewards/margins': 42.60806655883789, 'logps/chosen': -1.1324913501739502, 'logps/rejected': -637.5379028320312, 'logits/chosen': -4.437557220458984, 'logits/rejected': -0.9288120865821838, 'epoch': 4.93}
{'loss': 0.0, 'grad_norm': 1.4531423016178103e-15, 'learning_rate': 8.732593816379514e-09, 'rewards/chosen': 5.655755519866943, 'rewards/rejected': -37.34047317504883, 'rewards/accuracies': 1.0, 'rewards/margins': 42.99623107910156, 'logps/chosen': -1.243773102760315, 'logps/rejected': -647.2935180664062, 'logits/chosen': -4.465973377227783, 'logits/rejected': -0.896638035774231, 'epoch': 4.96}
{'loss': 0.0, 'grad_norm': 4.851334978184241e-08, 'learning_rate': 4.012272834552749e-09, 'rewards/chosen': 5.6828484535217285, 'rewards/rejected': -37.51308822631836, 'rewards/accuracies': 1.0, 'rewards/margins': 43.1959342956543, 'logps/chosen': -1.1240016222000122, 'logps/rejected': -652.1229858398438, 'logits/chosen': -4.43779993057251, 'logits/rejected': -0.9088173508644104, 'epoch': 4.98}
{'train_runtime': 36369.1584, 'train_samples_per_second': 2.33, 'train_steps_per_second': 0.582, 'train_loss': 0.00013559500994295522, 'epoch': 5.0}
